Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Greece,Voula,68,2,Good,45,Good,7,Good,68,L1,182.5608788,3.642506634,L1,Moderate
Germany,Hungen,64,1,Good,,Good,2,Good,64,L1,158.8587743,7.649269789,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Stourbridge,53,1,,27,Good,4,Good,53,L1,138.290478,-1.950769897,L1,Moderate
Russian Federation,Pogar,41,1,Good,41,Good,0,Good,15,L0,107.6603666,-0.960854413,L0,Good
United States of America,River Forest,82,2,Good,9,Good,30,Good,82,L1,203.7013265,9.719003016,L1,Moderate
Spain,Lalin,26,1,Good,15,Good,3,Good,26,L0,70.38573242,3.00187908,L0,Good
United States of America,Carson City,34,1,Good,20,Good,5,Good,34,L0,95.96299785,-1.338527331,L0,Good
Brazil,Acu,25,0,Good,,Good,0,Good,19,L0,72.5109417,3.173588664,L0,Good
India,Vijayawada,93,2,Good,54,Moderate,1,Good,93,L1,227.9064504,11.96689245,L1,Moderate
Australia,Raymond Terrace,24,0,Good,24,Good,2,Good,10,L0,69.67252215,0.542399731,L0,Good
Italy,Leno,119,2,Good,30,Good,7,Good,119,L2,291.5207364,5.333875125,L2,Unhealthy for Sensitive Groups
Colombia,Malambo,87,1,Good,28,Good,1,Good,87,L1,216.2252252,8.102491508,L1,Moderate
Poland,Golub Dobrzyn,41,1,Good,41,Good,0,Good,21,L0,118.1864222,14.03654475,L0,Good
Spain,Mataro,67,1,Good,33,Good,8,Good,67,L1,180.5589778,4.556524687,L1,Moderate
Russian Federation,Nerekhta,47,1,Good,24,Good,2,Good,47,L0,119.9019986,3.788310511,L0,Good
United Republic of Tanzania,Ndago,16,0,Good,16,Good,0,Good,15,L0,37.64696539,-3.828350428,L0,Good
Brazil,Ipueiras,22,0,Good,16,Good,0,Good,22,L0,51.50976568,-3.365250739,L0,Good
Italy,Oderzo,92,1,,35,Good,4,Good,92,L1,242.4639487,2.31103731,L1,Moderate
Switzerland,Frauenfeld,41,1,Good,27,Good,2,Good,41,L0,100.9920634,12.86043904,L0,Good
Germany,Gorlitz,52,1,Good,43,Good,0,Good,52,L1,124.183489,-7.1022056,L1,Moderate
Russian Federation,Novopodrezkovo,53,1,Good,28,Good,6,Good,53,L1,148.7728112,-6.049368919,L1,Moderate
Germany,Alfeld,37,1,Good,37,Good,1,Good,36,L0,95.49555017,4.425532259,L0,Good
France,Soyaux,38,1,Good,38,Good,1,Good,26,L0,115.0616713,1.565142893,L0,Good
United States of America,La Quinta,58,1,,37,Good,3,Good,58,L1,158.6068542,9.119066979,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Sutton In Ashfield,34,0,Good,31,Good,2,Good,34,L0,85.46751591,-2.295519901,L0,Good
United Kingdom of Great Britain and Northern Ireland,Stockport,61,1,Good,15,Good,11,Good,61,L1,164.3635356,9.547090381,L1,Moderate
China,Tangjiazhuang,96,3,,82,Moderate,11,Good,96,L1,261.7768409,10.60290928,L1,Moderate
India,Machhlishahr,171,4,,,Unhealthy,1,Good,171,L3,431.9609515,3.290696613,L3,Unhealthy
,Makung,119,1,Good,119,Unhealthy for Sensitive Groups,0,Good,76,L1,313.4295911,2.422785966,L1,Unhealthy for Sensitive Groups
India,Karaikkudi,108,2,Good,21,Good,6,Good,108,L2,284.057176,4.845787792,L2,Unhealthy for Sensitive Groups
India,Mahiari,198,10,,3,Good,24,Good,198,L3,501.9091652,15.70372748,L3,Unhealthy
Brazil,Inhambupe,23,0,Good,14,Good,1,Good,23,L0,59.30167736,7.919021083,L0,Good
Germany,Iserlohn,53,1,Good,44,Good,0,Good,53,L1,132.4973898,11.77391898,L1,Moderate
United States of America,Texarkana,51,2,Good,34,Good,4,Good,51,L1,130.0974316,9.100270269,L1,Moderate
India,Lachhmangarh,500,1,Good,36,Good,0,Good,400,L5,1249.389109,8.70936042,L5,Hazardous
China,Qingan,114,3,Good,53,Moderate,2,Good,114,L2,292.0935433,20.44972584,L2,Unhealthy for Sensitive Groups
United States of America,Wilton Manors,31,1,Good,31,Good,2,Good,29,L0,87.33320679,7.261497727,L0,Good
Belgium,Rixensart,54,1,Good,38,Good,1,Good,54,L1,149.9374026,-2.214061793,L1,Moderate
Brazil,Porto Nacional,18,0,Good,16,Good,0,Good,18,L0,65.1611618,-5.978552766,L0,Good
Mexico,Pabellon De Arteaga,45,1,Good,29,Good,0,Good,45,L0,118.0618392,4.510847001,L0,Good
Mexico,Madera,73,1,Good,18,Good,1,Good,73,L1,181.0727841,3.666995113,L1,Moderate
Germany,Markgroningen,40,1,Good,25,Good,3,Good,40,L0,99.72346224,8.614056164,L0,Good
United States of America,Long Branch,76,2,Good,32,Good,13,Good,76,L1,206.5856549,3.926252807,L1,Moderate
Italy,Orbetello,63,1,Good,,Good,0,Good,63,L1,154.5591629,1.765000087,L1,Moderate
United States of America,Dunmore,64,2,Good,30,Good,6,Good,64,L1,159.6118964,10.39071313,L1,Moderate
Brazil,Dois Corregos,59,1,Good,24,Good,0,Good,59,L1,163.7800263,-0.042991421,L1,Moderate
United States of America,Seaford,60,1,Good,46,Good,5,Good,60,L1,137.5403097,3.718945301,L1,Moderate
United States of America,Del Rio,51,0,Good,,Good,1,Good,51,L1,129.1876069,-4.184568618,L1,Moderate
Mauritius,Rose Belle,40,0,Good,30,Good,0,Good,40,L0,124.4789098,4.688633505,L0,Good
Japan,Tochigi,41,1,Good,41,Good,2,Good,34,L0,92.67523485,1.44280563,L0,Good
India,Ayodhya,228,4,Good,,Unhealthy for Sensitive Groups,4,Good,228,L4,591.4535495,5.030068668,L4,Very Unhealthy
Uzbekistan,Bektemir,97,1,Good,77,Moderate,2,Good,97,L1,262.6628845,8.199762405,L1,Moderate
United States of America,Farragut,40,1,Good,40,Good,5,Good,33,L0,108.2050641,1.281465814,L0,Good
Brazil,Nova Lima,130,3,Good,,Good,8,Good,130,L2,342.6519889,6.534490409,L2,Unhealthy for Sensitive Groups
Russian Federation,Orekhovo Zuevo,39,1,Good,39,Good,2,Good,28,L0,108.6973878,6.408959375,L0,Good
United States of America,Spokane,67,1,Good,33,Good,2,Good,67,L1,180.9540656,-4.800363661,L1,Moderate
Cuba,Baguanos,63,1,Good,15,Good,6,Good,63,L1,154.294147,1.978761661,L1,Moderate
Turkey,Uzunkopru,44,1,,44,Good,0,Good,22,L0,119.7524993,5.847884447,L0,Good
Japan,Amagasaki,85,2,Good,19,Good,19,Good,85,L1,219.0252588,12.94323507,L1,Moderate
Ukraine,Balta,65,1,Good,43,Good,0,Good,65,L1,170.608384,5.148647635,L1,Moderate
,Tarut,187,1,Good,86,Moderate,1,Good,187,L3,466.2077933,-1.925111189,L3,Unhealthy
Thailand,Hua Hin,29,0,Good,18,Good,0,Good,29,L0,76.31791554,13.74900324,L0,Good
Guinea,Dalaba,63,2,Good,13,Good,0,Good,63,L1,161.0294262,-2.340420575,L1,Moderate
United States of America,Pewaukee,41,1,Good,32,Good,6,Good,41,L0,93.64073334,4.968924831,L0,Good
Japan,Makabe,42,1,Good,42,Good,1,Good,38,L0,87.06337978,2.466046981,L0,Good
Germany,Damme,34,0,Good,,Good,1,Good,16,L0,96.21256094,8.137943649,L0,Good
Gabon,Moanda,78,3,Good,,Good,1003.063334,Good,78,L1,205.1406255,13.4512601,L1,Moderate
United States of America,Ensley,51,2,Good,47,Good,4,Good,51,L1,121.063287,7.785255993,L1,Moderate
Portugal,Braga,39,0,Good,,Good,0,Good,16,L0,98.8288583,-6.585798202,L0,Good
France,Guerande,33,0,Good,33,Good,0,Good,21,L0,79.35597179,2.21150711,L0,Good
Netherlands,Amersfoort,30,1,Good,30,Good,2,Good,17,L0,75.08455586,10.25096275,L0,Good
India,Moga,159,2,Good,134,Unhealthy for Sensitive Groups,1,Good,159,L3,396.7436217,8.170734538,L3,Unhealthy
United States of America,Joppatowne,57,1,Good,44,Good,4,Good,57,L1,152.6067614,11.59895728,L1,Moderate
India,Hajan,129,1,Good,66,Moderate,0,Good,129,L2,316.7361881,7.665775812,L2,Unhealthy for Sensitive Groups
Serbia,Temerin,80,1,Good,40,Good,2,Good,80,L1,191.3532367,6.581538117,L1,Moderate
Pakistan,Bat Khela,117,1,,117,Unhealthy for Sensitive Groups,1,Good,78,L1,295.982149,9.269534758,L1,Unhealthy for Sensitive Groups
China,Xuchang,202,4,Good,202,Very Unhealthy,3,Good,151,L3,505.0898386,5.382775355,L3,Very Unhealthy
Switzerland,Emmen,52,1,Good,30,Good,1,Good,52,L1,114.7342222,-2.286193249,L1,Moderate
United States of America,Morton Grove,63,2,Good,10,Good,22,Good,63,L1,187.3414408,1.100480825,L1,Moderate
India,Betma,153,1,Good,,Good,0,Good,153,L3,389.8204994,-7.306167504,L3,Unhealthy
Brazil,Jandira,131,3,Good,24,Good,7,Good,131,L2,329.7120502,10.46062676,L2,Unhealthy for Sensitive Groups
Italy,Chiari,67,1,Good,,Good,4,Good,67,L1,170.3946506,-0.509070038,L1,Moderate
United Republic of Tanzania,Mbekenyera,34,0,Good,,Good,0,Good,34,L0,91.75753652,-3.563147687,L0,Good
Germany,Pirmasens,30,1,Good,27,Good,2,Good,30,L0,80.35263552,3.952524073,L0,Good
United States of America,Grand Terrace,79,2,Good,9,Good,20,Good,79,L1,205.7436597,8.432978672,L1,Moderate
United States of America,South El Monte,109,3,Good,,Good,24,Good,109,L2,272.6341433,-0.123009063,L2,Unhealthy for Sensitive Groups
France,Romans Sur Isere,37,1,Good,30,Good,1,Good,37,L0,83.2774629,7.725235115,L0,Good
India,Nerkunram,154,2,Good,32,Good,2,Good,154,L3,405.0652864,-1.089155902,L3,Unhealthy
Russian Federation,Belaya Glina,41,1,Good,41,Good,0,Good,24,L0,107.0572668,5.266798213,L0,Good
United States of America,Tarrytown,69,2,Good,14,Good,21,Good,69,L1,176.4535338,2.918780746,L1,Moderate
India,Dhuri,500,1,Good,,Good,1,Good,471,L5,1253.528447,-1.46657763,L5,Hazardous
Brazil,Caraguatatuba,31,1,Good,24,Good,0,Good,31,L0,87.32066727,3.139589242,L0,Good
India,Murshidabad,86,2,,46,Good,3,Good,86,L1,221.8932831,7.58808417,L1,Moderate
Nigeria,Effium,121,4,Good,26,Good,2,Good,121,L2,292.3274614,6.570316401,L2,Unhealthy for Sensitive Groups
India,Pennadam,61,1,Good,31,Good,1,Good,61,L1,160.6323825,-0.634336422,L1,Moderate
United States of America,Mustang,57,1,Good,46,Good,1,Good,57,L1,150.8635674,0.735478941,L1,Moderate
Italy,Stradella,56,1,,,Good,3,Good,56,L1,156.5234864,-6.23624112,L1,Moderate
Brazil,Prata,32,0,Good,14,Good,0,Good,32,L0,86.07760055,4.851958276,L0,Good
Netherlands,Slochteren,35,1,Good,32,Good,2,Good,35,L0,87.84677482,4.902692463,L0,Good
United States of America,Greenbelt,52,1,Good,,Moderate,1,Good,39,L0,129.7383463,4.592580788,L0,Moderate
France,Romainville,70,1,Good,46,Good,1,Good,70,L1,185.9109053,-5.234960584,L1,Moderate
South Africa,Vrede,94,3,Good,24,Good,3,Good,94,L1,232.8417409,7.028772686,L1,Moderate
Germany,Budingen,65,1,Good,41,Good,2,Good,65,L1,171.3130961,-2.16747793,L1,Moderate
Dominican Republic,Moca,74,1,Good,12,Good,1003.063334,Good,74,L1,187.5130887,1.318184353,L1,Moderate
France,Lille,48,1,Good,27,Good,4,Good,48,L0,140.6102293,6.431476272,L0,Good
Poland,Aleksandrow Kujawski,42,1,Good,42,Good,0,Good,23,L0,119.4174886,-4.628087187,L0,Good
Guatemala,Chimaltenango,109,3,Good,9,Good,11,Good,109,L2,274.8216057,11.55631517,L2,Unhealthy for Sensitive Groups
United States of America,Deerfield,57,2,Good,27,Good,13,Good,57,L1,142.6208859,-4.394187663,L1,Moderate
Latvia,Saldus,40,1,Good,35,Good,0,Good,40,L0,109.7295356,2.819267846,L0,Good
Germany,Engen,46,1,,25,Good,2,Good,46,L0,127.2717126,-9.297525416,L0,Good
Israel,Kafar Qasem,127,2,,37,Good,13,Good,127,L2,320.5631634,0.397181266,L2,Unhealthy for Sensitive Groups
Netherlands,Maarsen,37,0,Good,34,Good,1,Good,37,L0,96.62851608,-6.713679109,L0,Good
India,Robertsonpet,55,0,,,Good,0,Good,55,L1,127.214087,-1.284645974,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Cannock,33,1,Good,33,Good,3,Good,21,L0,83.20008591,2.208699178,L0,Good
Philippines,Bocaue,65,1,Good,23,Good,1,Good,65,L1,164.2210528,6.552014892,L1,Moderate
Brazil,Sao Francisco,19,0,Good,12,Good,0,Good,19,L0,32.83951587,6.095743964,L0,Good
India,Bakewar,172,4,Good,172,Unhealthy,1,Good,171,L3,446.835491,5.264268722,L3,Unhealthy
Japan,Ichihara,74,1,Good,,Moderate,1,Good,35,L0,186.642153,6.702795292,L0,Moderate
United States of America,Millville,77,1,Good,54,Moderate,2,Good,77,L1,198.2811569,-3.889949156,L1,Moderate
United States of America,Traverse City,30,1,Good,24,Good,5,Good,30,L0,64.17824889,10.22140225,L0,Good
Denmark,Greve Strand,39,0,Good,,Good,0,Good,19,L0,111.3365994,1.560479191,L0,Good
Spain,Santa Brigida,37,0,Good,37,Good,0,Good,16,L0,90.31862341,3.452291347,L0,Good
India,Mulgund,55,0,Good,22,Good,0,Good,55,L1,159.5221494,3.346586189,L1,Moderate
India,Jugsalai,148,3,Good,32,Good,5,Good,148,L2,354.8015015,9.813240551,L2,Unhealthy for Sensitive Groups
Guatemala,Chiquimula,56,1,Good,22,Good,0,Good,56,L1,141.506832,-4.117447006,L1,Moderate
Netherlands,Hattem,32,1,Good,,Good,3,Good,32,L0,92.77596062,0.964833297,L0,Good
United States of America,Glenn Dale,52,1,Good,52,Moderate,1,Good,39,L0,140.1950281,-5.421023737,L0,Moderate
United States of America,Abington,63,2,Good,18,Good,16,Good,63,L1,161.3651935,1.998600079,L1,Moderate
Côte d'Ivoire,Ferkessedougou,34,1,,12,Good,0,Good,34,L0,79.3562759,17.98206006,L0,Good
Iran (Islamic Republic of),Talesh,46,1,Good,35,Good,0,Good,46,L0,130.3911179,7.143192853,L0,Good
Brazil,Queimadas,24,0,,11,Good,1,Good,24,L0,70.11555529,8.199306005,L0,Good
Japan,Ohara,61,1,Good,61,Moderate,1,Good,41,L0,147.3033566,7.377070206,L0,Moderate
,North Myrtle Beach,50,1,Good,39,Good,4,Good,50,L0,124.449833,1.787084644,L0,Good
Italy,Riesi,52,1,Good,45,Good,1,Good,52,L1,112.5511071,-7.157893652,L1,Moderate
Canada,Port Huron,37,1,,33,Good,5,Good,37,L0,76.58039705,2.902083096,L0,Good
China,Nanzhang,120,2,Good,120,Unhealthy for Sensitive Groups,1,Good,78,L1,313.2640332,3.013916256,L1,Unhealthy for Sensitive Groups
,Labuan,25,2,Good,25,Good,0,Good,18,L0,54.27827043,10.36350307,L0,Good
Russian Federation,Ukhta,44,1,Good,33,Good,0,Good,44,L0,101.8220025,2.612282445,L0,Good
United Kingdom of Great Britain and Northern Ireland,Bodmin,49,1,Good,20,Good,8,Good,49,L0,131.6314748,6.352283654,L0,Good
India,Bhuj,155,0,Good,28,Good,0,Good,155,L3,382.106727,-7.13845583,L3,Unhealthy
Ukraine,Derazhnya,54,1,Good,43,Good,0,Good,54,L1,137.6563398,1.251468079,L1,Moderate
Italy,Porto Recanati,50,2,Good,38,Good,7,Good,50,L0,141.8707768,7.593217359,L0,Good
Italy,Pescia,73,1,Good,73,Moderate,0,Good,40,L0,186.7841431,-2.178541736,L0,Moderate
Russian Federation,Ipatovo,40,1,Good,40,Good,0,Good,23,L0,110.2079431,0.251362286,L0,Good
India,Rasipuram,99,2,Good,30,Good,4,Good,99,L1,246.374491,6.359940795,L1,Moderate
Russian Federation,Kamenolomni,46,1,Good,46,Good,1,Good,25,L0,117.5265961,-6.027744972,L0,Good
Thailand,Ayutthaya,50,0,Good,27,Good,0,Good,50,L0,127.6483512,12.34389716,L0,Good
United Kingdom of Great Britain and Northern Ireland,Felling,39,1,Good,18,Good,9,Good,39,L0,95.84859701,-4.163688792,L0,Good
Philippines,Iligan,56,1,Good,22,Good,0,Good,56,L1,139.5606023,2.082391149,L1,Moderate
Russian Federation,Kandry,39,1,Good,39,Good,0,Good,8,L0,109.4596126,4.036457093,L0,Good
Chile,Talagante,251,18,Good,0,Good,27,Good,251,L4,624.7896369,35.63976223,L4,Very Unhealthy
United States of America,West Saint Paul,50,1,Good,37,Good,5,Good,50,L0,150.8953872,-0.76121126,L0,Good
China,Qitaihe,49,2,Good,39,Good,0,Good,49,L0,133.3685154,8.951511773,L0,Good
Romania,Sighisoara,63,1,Good,42,Good,0,Good,63,L1,157.3456514,7.839891043,L1,Moderate
India,Kheri,255,4,Good,205,Very Unhealthy,3,Good,255,L4,653.789066,11.20885586,L4,Very Unhealthy
India,Konnagar,214,12,Good,2,Good,27,Good,214,L4,534.490182,24.53841568,L4,Very Unhealthy
France,Montbeliard,44,1,Good,25,Good,2,Good,44,L0,123.8985949,8.891047634,L0,Good
Romania,Sinaia,42,1,Good,40,Good,0,Good,42,L0,107.8654322,-2.690348756,L0,Good
Afghanistan,Panjab,83,0,,28,Good,0,Good,83,L1,221.1957252,2.878623565,L1,Moderate
Germany,Buchen,53,1,Good,33,Good,3,Good,53,L1,137.2187568,6.863687619,L1,Moderate
Thailand,Thanyaburi,64,1,Good,29,Good,1,Good,64,L1,157.8145729,14.7505239,L1,Moderate
Mexico,Zacatelco,209,4,Good,4,Good,14,Good,209,L4,541.6031231,11.15616393,L4,Very Unhealthy
Turkey,Nigde,41,0,Good,41,Good,0,Good,30,L0,108.2069702,3.644861249,L0,Good
Germany,Rielasingen Worblingen,94,1,Good,29,Good,2,Good,94,L1,255.3793192,-1.74631239,L1,Moderate
Ukraine,Zhovti Vody,44,1,,,Good,0,Good,24,L0,115.8543869,4.852350812,L0,Good
,Naantali,36,1,Good,36,Good,0,Good,6,L0,107.3543178,6.173855486,L0,Good
Cuba,Pedro Betancourt,54,1,Good,20,Good,2,Good,54,L1,155.7313602,5.846541155,L1,Moderate
Pakistan,Dera Din Panah,176,2,Good,,Unhealthy for Sensitive Groups,0,Good,176,L3,440.1813568,14.10166222,L3,Unhealthy
Ethiopia,Ziway,77,1,Good,21,Good,0,Good,77,L1,185.0556395,-2.994236758,L1,Moderate
Kenya,Narok,21,0,Good,18,Good,0,Good,21,L0,76.62005469,0.015326965,L0,Good
United Kingdom of Great Britain and Northern Ireland,Larkhall,60,0,Good,31,Good,0,Good,60,L1,146.9607966,-6.598444041,L1,Moderate
Denmark,Vejle,37,1,Good,37,Good,1,Good,35,L0,98.66830174,2.339729849,L0,Good
France,Oissel,58,1,Good,43,Good,1,Good,58,L1,147.5979113,10.92382196,L1,Moderate
Turkey,Nevsehir,44,0,Good,44,Good,0,Good,25,L0,112.6933833,-3.527770972,L0,Good
France,Brie Comte Robert,74,1,Good,45,Good,1,Good,74,L1,187.4109503,7.659015001,L1,Moderate
Malaysia,Ranau,41,1,Good,27,Good,0,Good,41,L0,115.3548259,0.070149452,L0,Good
India,Masaurhi,390,2,Good,92,Moderate,1,Good,310,L5,971.5895157,9.543422723,L5,Hazardous
United States of America,College Station,122,1,,19,Good,2,Good,122,L2,317.920601,-5.745973091,L2,Unhealthy for Sensitive Groups
Myanmar,Minbu,25,0,Good,25,Good,0,Good,19,L0,63.23213529,-1.139444291,L0,Good
China,Longkou,148,5,Good,98,Moderate,5,Good,148,L2,368.3748285,16.33901249,L2,Unhealthy for Sensitive Groups
Republic of North Macedonia,Saraj,54,1,Good,39,Good,0,Good,54,L1,136.0066998,4.056105461,L1,Moderate
Russian Federation,Assinovskaya,40,1,Good,36,Good,1,Good,40,L0,120.891473,12.83117269,L0,Good
United States of America,North Plainfield,66,2,Good,15,Good,20,Good,66,L1,162.1233841,-3.74168092,L1,Moderate
Mexico,Uruapan,44,1,,28,Good,0,Good,44,L0,119.4583888,7.295926258,L0,Good
Brazil,Monte Azul Paulista,38,1,Good,11,Good,1,Good,38,L0,99.25943463,-5.737909989,L0,Good
France,Morsang Sur Orge,58,1,Good,19,Good,6,Good,58,L1,144.3112302,5.570886769,L1,Moderate
Germany,Rheinau,35,0,Good,,Good,1,Good,27,L0,106.5623236,-11.17721543,L0,Good
Germany,Maxhutte Haidhof,44,1,Good,35,Good,2,Good,44,L0,107.7425619,2.622777711,L0,Good
United States of America,Norristown,59,1,Good,45,Good,4,Good,59,L1,163.1928371,3.161799653,L1,Moderate
India,Rayachoti,75,0,Good,26,Good,0,Good,75,L1,190.3530545,-4.009143011,L1,Moderate
Pakistan,Mehar,160,1,Good,49,Good,1003.063334,Good,160,L3,394.0377968,-2.287614162,L3,Unhealthy
United States of America,Spartanburg,69,2,Good,23,Good,9,Good,69,L1,181.4112788,10.69065742,L1,Moderate
India,Srikakulam,97,2,Good,42,Good,3,Good,97,L1,252.3700897,10.02417003,L1,Moderate
Chile,Coihaique,27,1,Good,0,Good,4,Good,27,L0,79.23428813,5.871463834,L0,Good
Brazil,Bonito,35,1,,9,Good,0,Good,35,L0,88.58241851,10.183471,L0,Good
Italy,Acerra,52,1,Good,52,Moderate,1,Good,36,L0,131.6091171,0.747092014,L0,Moderate
India,Nalgonda,142,1,Good,38,Good,0,Good,142,L2,366.8776673,0.662644248,L2,Unhealthy for Sensitive Groups
Belgium,Frameries,55,1,Good,42,Good,1,Good,55,L1,147.9561066,11.13316868,L1,Moderate
Denmark,Frederikssund,36,1,Good,36,Good,0,Good,25,L0,106.5859558,5.369675362,L0,Good
Germany,Sondershausen,34,0,Good,28,Good,2,Good,34,L0,92.12824399,1.297347361,L0,Good
Germany,Marktredwitz,58,1,Good,45,Good,1,Good,58,L1,150.8031957,11.1381251,L1,Moderate
Germany,Friedrichsthal,45,1,Good,33,Good,3,Good,45,L0,119.8304295,7.632540004,L0,Good
India,Srinivaspur,60,0,Good,,Good,0,Good,60,L1,163.3699115,3.431938494,L1,Moderate
Germany,Odenthal,47,1,Good,25,Good,4,Good,47,L0,142.9013389,-0.158331527,L0,Good
United States of America,Woodland,77,2,Good,25,Good,12,Good,77,L1,206.8480166,6.986190169,L1,Moderate
China,Fengrun,110,4,Good,69,Moderate,15,Good,110,L2,277.709099,7.187753419,L2,Unhealthy for Sensitive Groups
China,Xian,307,19,Good,0,Good,48,Good,307,L5,767.3017478,33.82146469,L5,Hazardous
United Kingdom of Great Britain and Northern Ireland,Guildford,51,1,Good,25,Good,1003.063334,Good,51,L1,146.0624003,1.60422333,L1,Moderate
Germany,Saarbrucken,67,1,Good,54,Moderate,0,Good,67,L1,160.7585763,4.42512929,L1,Moderate
India,Vedaranniyam,57,1,Good,34,Good,0,Good,57,L1,163.6721257,13.19021018,L1,Moderate
Indonesia,Peterongan,158,3,Good,11,Good,9,Good,158,L3,398.0430147,3.006970133,L3,Unhealthy
Albania,Kukes,59,1,Good,41,Good,0,Good,59,L1,145.1297064,-1.266321543,L1,Moderate
Nepal,Lahan,59,2,,38,Good,0,Good,59,L1,146.6325524,7.828939244,L1,Moderate
United States of America,Orland Park,69,2,Good,19,Good,16,Good,69,L1,183.7493949,5.988525668,L1,Moderate
India,Khowai,63,3,Good,36,Good,2,Good,63,L1,155.2134086,8.236537446,L1,Moderate
Portugal,Canidelo,41,0,Good,41,Good,1,Good,21,L0,105.5708463,7.002814392,L0,Good
Turkey,Gurgentepe,43,1,Good,43,Good,0,Good,35,L0,115.0219485,6.936206105,L0,Good
India,Budhlada,151,2,Good,125,Unhealthy for Sensitive Groups,0,Good,151,L3,381.7395109,-0.121912935,L3,Unhealthy
United States of America,Newport Beach,60,2,Good,14,Good,20,Good,60,L1,154.7278587,7.679739449,L1,Moderate
France,Clichy Sous Bois,70,2,Good,28,Good,5,Good,70,L1,176.2026887,3.526139807,L1,Moderate
China,Tumen,69,2,Good,49,Good,0,Good,69,L1,184.0591914,4.058279837,L1,Moderate
Brazil,Palhoca,37,0,Good,24,Good,0,Good,37,L0,96.08351414,7.104529418,L0,Good
Côte d'Ivoire,Soubre,74,3,Good,4,Good,1,Good,74,L1,180.942677,15.43229184,L1,Moderate
Uganda,Lugazi,105,3,,18,Good,1,Good,105,L2,258.1043483,12.08275215,L2,Unhealthy for Sensitive Groups
France,Eysines,42,1,Good,42,Good,0,Good,22,L0,117.1454976,0.968438651,L0,Good
Pakistan,Rawalpindi,129,2,Good,129,Unhealthy for Sensitive Groups,1,Good,92,L1,335.1650377,8.29565549,L1,Unhealthy for Sensitive Groups
Pakistan,Dinga,196,2,Good,164,Unhealthy,1,Good,196,L3,479.9492813,2.800587407,L3,Unhealthy
,Gazimagusa,47,1,Good,47,Good,0,Good,26,L0,126.6537962,4.906452234,L0,Good
Turkey,Cine,71,1,Good,40,Good,3,Good,71,L1,191.538914,7.876203417,L1,Moderate
Austria,Kufstein,31,1,Good,31,Good,1,Good,15,L0,86.84207178,14.09697495,L0,Good
Brazil,Porto Real,94,3,Good,0,Good,8,Good,94,L1,230.351067,8.100392278,L1,Moderate
Switzerland,Bulach,54,1,,38,Good,1,Good,54,L1,130.6652884,4.092658662,L1,Moderate
Sri Lanka,Kelaniya,58,0,Good,27,Good,0,Good,58,L1,159.496415,9.635925721,L1,Moderate
Russian Federation,Yuzha,48,1,Good,29,Good,2,Good,48,L0,106.8202077,4.670881282,L0,Good
Greece,Nea Alikarnassos,78,1,Good,41,Good,1,Good,78,L1,210.4110782,9.523932713,L1,Moderate
Netherlands,Amsterdam,38,0,Good,,Good,0,Good,30,L0,77.9172198,1.791636323,L0,Good
Japan,Ujiie,42,1,Good,42,Good,1,Good,35,L0,103.6326944,2.252022411,L0,Good
Italy,Lucca,58,1,Good,44,Good,2,Good,58,L1,147.3951147,0.012019116,L1,Moderate
Brazil,Monte Mor,156,5,Good,,Good,12,Good,156,L3,395.5519924,26.79036713,L3,Unhealthy
India,Jewar,500,1,Good,40,Good,2,Good,500,L5,1260.737678,1.751081613,L5,Hazardous
France,Savigny Sur Orge,73,2,Good,,Good,6,Good,73,L1,204.2642342,11.64160417,L1,Moderate
China,Wangkui,110,3,Good,110,Unhealthy for Sensitive Groups,1,Good,96,L1,288.2327992,11.93728951,L1,Unhealthy for Sensitive Groups
India,Sangamner,153,2,Good,29,Good,5,Good,153,L3,380.5152624,0.125993973,L3,Unhealthy
India,Gurmatkal,96,1,Good,42,Good,0,Good,96,L1,244.2829365,0.743428309,L1,Moderate
Brazil,Lagoa Vermelha,15,0,Good,15,Good,0,Good,12,L0,23.83551847,4.332121171,L0,Good
Azerbaijan,Zaqatala,35,1,Good,35,Good,0,Good,30,L0,100.0775478,10.19051752,L0,Good
United Kingdom of Great Britain and Northern Ireland,Harlow,52,0,Good,36,Good,2,Good,52,L1,126.0322476,3.504826962,L1,Moderate
India,Anupgarh,198,1,Good,80,Moderate,0,Good,198,L3,495.592083,7.550149763,L3,Unhealthy
Japan,Shimodate,63,1,Good,63,Moderate,0,Good,20,L0,171.8306661,-2.334384606,L0,Moderate
United States of America,Kyle,30,0,Good,24,Good,1,Good,30,L0,70.53215936,6.39620871,L0,Good
Kazakhstan,Lisakovsk,34,1,,34,Good,0,Good,22,L0,81.28409529,4.122966801,L0,Good
Bangladesh,Nalchiti,170,2,Good,35,Good,3,Good,170,L3,423.4067587,-1.668016349,L3,Unhealthy
Mexico,Teloloapan,54,1,Good,10,Good,5,Good,54,L1,134.9978414,3.699619008,L1,Moderate
Indonesia,Tasikmalaya,56,1,Good,27,Good,0,Good,56,L1,140.0734515,11.76782506,L1,Moderate
Russian Federation,Tyumen,32,1,Good,32,Good,0,Good,27,L0,77.00202062,-2.434548258,L0,Good
